# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "--fraction" "-t" "gene" "-g" "ID" "-s" "0" "-a" "/pub37/alexp/data/TRADIS/v2_WY_macro/P125109_v3_2018.tradis.gff" "-o" "P125109_input_LB_1.deseq.fc.tsv" "P125109_input_LB_1.deseq.bam" 
Geneid	Chr	Start	End	Strand	Length	P125109_input_LB_1.deseq.bam
P125109_01388	P125109_v1_chr	1309411	1310130	+	720	534
P125109_01389	P125109_v1_chr	1310177	1311709	-	1533	929
P125109_01390	P125109_v1_chr	1312032	1313330	+	1299	251
P125109_01391	P125109_v1_chr	1313344	1314414	+	1071	439
P125109_01392	P125109_v1_chr	1314477	1316210	-	1734	330
P125109_01393	P125109_v1_chr	1316307	1317221	-	915	597
P125109_01394	P125109_v1_chr	1317392	1318003	+	612	125
P125109_01395	P125109_v1_chr	1318017	1318751	-	735	696
P125109_01396	P125109_v1_chr	1318920	1319174	+	255	113
P125109_01397	P125109_v1_chr	1319237	1320949	-	1713	470
P125109_01398	P125109_v1_chr	1321163	1322437	-	1275	643
P125109_01399	P125109_v1_chr	1322472	1322827	+	356	107
P125109_01400	P125109_v1_chr	1322832	1322921	-	90	71
P125109_01401	P125109_v1_chr	1322934	1324070	-	1137	909
P125109_01402	P125109_v1_chr	1324082	1325626	-	1545	577
P125109_01403	P125109_v1_chr	1325701	1326549	-	849	475
P125109_01404	P125109_v1_chr	1326546	1327001	-	456	193
P125109_01405	P125109_v1_chr	1326940	1327536	-	597	225
P125109_01406	P125109_v1_chr	1327533	1328264	-	732	317
P125109_01407	P125109_v1_chr	1328283	1330076	-	1794	1050
P125109_01408	P125109_v1_chr	1330073	1331191	-	1119	248
P125109_01409	P125109_v1_chr	1332106	1332558	-	453	48
P125109_01410	P125109_v1_chr	1332597	1333217	-	621	23
P125109_01411	P125109_v1_chr	1333976	1335067	-	1092	303
P125109_01412	P125109_v1_chr	1335184	1335768	-	585	3
P125109_01413	P125109_v1_chr	1336044	1336322	+	279	117
P125109_01414	P125109_v1_chr	1336367	1338025	-	1659	458
P125109_01415	P125109_v1_chr	1338177	1339124	-	948	14
P125109_01416	P125109_v1_chr	1339390	1340241	-	852	2
P125109_01417	P125109_v1_chr	1340238	1340861	-	624	2
P125109_01418	P125109_v1_chr	1341175	1342431	+	1257	129
P125109_01419	P125109_v1_chr	1342472	1343554	+	1083	53
P125109_01420	P125109_v1_chr	1343554	1344387	+	834	428
P125109_01421	P125109_v1_chr	1344384	1344773	+	390	42
P125109_01422	P125109_v1_chr	1344777	1345586	+	810	423
P125109_01423	P125109_v1_chr	1345624	1346478	+	855	1
P125109_01424	P125109_v1_chr	1346532	1347632	-	1101	1005
P125109_01425	P125109_v1_chr	1347899	1348129	+	231	35
P125109_01426	P125109_v1_chr	1348209	1348562	-	354	347
P125109_01427	P125109_v1_chr	1348731	1348805	-	75	0
P125109_01428	P125109_v1_chr	1348739	1350163	+	1425	1164
P125109_01429	P125109_v1_chr	1350164	1350814	-	651	375
P125109_01430	P125109_v1_chr	1350807	1352603	-	1797	1277
P125109_01431	P125109_v1_chr	1352944	1354341	+	1398	890
P125109_01432	P125109_v1_chr	1354324	1354385	+	62	20
P125109_01433	P125109_v1_chr	1354729	1358472	+	3744	997
P125109_01434	P125109_v1_chr	1358469	1360007	+	1539	505
P125109_01435	P125109_v1_chr	1360004	1360714	+	711	327
P125109_01436	P125109_v1_chr	1360714	1361391	+	678	400
P125109_01437	P125109_v1_chr	1361413	1361620	-	208	0
P125109_01438	P125109_v1_chr	1361633	1363162	+	1530	344
P125109_01439	P125109_v1_chr	1363789	1363873	-	85	16
P125109_01440	P125109_v1_chr	1364084	1364168	-	85	2
P125109_01441	P125109_v1_chr	1364509	1365351	-	843	418
P125109_01442	P125109_v1_chr	1365402	1365860	-	459	129
P125109_01443	P125109_v1_chr	1365980	1366876	+	897	341
P125109_01444	P125109_v1_chr	1366967	1367980	+	1014	3
P125109_01445	P125109_v1_chr	1368183	1369091	+	909	34
P125109_01446	P125109_v1_chr	1369223	1369636	-	414	8
P125109_01447	P125109_v1_chr	1370299	1370916	+	618	1126
P125109_01448	P125109_v1_chr	1371113	1373791	-	2679	633
P125109_01449	P125109_v1_chr	1374268	1374915	+	648	176
P125109_01450	P125109_v1_chr	1374946	1375024	-	79	48
P125109_01451	P125109_v1_chr	1375297	1375608	-	312	236
P125109_01452	P125109_v1_chr	1375679	1377310	+	1632	1138
P125109_01453	P125109_v1_chr	1377432	1378352	+	921	294
P125109_01454	P125109_v1_chr	1378367	1379275	+	909	138
P125109_01455	P125109_v1_chr	1379287	1380294	+	1008	397
P125109_01456	P125109_v1_chr	1380291	1381295	+	1005	383
P125109_01457	P125109_v1_chr	1381343	1382179	+	837	529
P125109_01458	P125109_v1_chr	1382227	1382556	-	330	440
P125109_01459	P125109_v1_chr	1382590	1384050	-	1461	377
P125109_01460	P125109_v1_chr	1384080	1384403	+	324	1
P125109_01461	P125109_v1_chr	1384193	1384366	+	174	0
P125109_01462	P125109_v1_chr	1384410	1384706	-	297	17
P125109_01463	P125109_v1_chr	1384930	1385658	+	729	11
P125109_01464	P125109_v1_chr	1385717	1386118	-	402	1
P125109_01465	P125109_v1_chr	1386279	1386818	-	540	304
P125109_01466	P125109_v1_chr	1386875	1387618	-	744	549
P125109_01467	P125109_v1_chr	1387644	1388048	-	405	333
P125109_01468	P125109_v1_chr	1388386	1389024	+	639	236
P125109_01469	P125109_v1_chr	1389045	1389097	-	53	0
P125109_01470	P125109_v1_chr	1389106	1389984	-	879	432
P125109_01471	P125109_v1_chr	1390004	1390510	-	507	166
P125109_01472	P125109_v1_chr	1390584	1391087	-	504	283
P125109_01473	P125109_v1_chr	1391177	1391359	-	183	32
P125109_01474	P125109_v1_chr	1391839	1392645	-	807	288
P125109_01475	P125109_v1_chr	1392645	1393838	-	1194	305
P125109_01476	P125109_v1_chr	1393848	1395206	-	1359	266
P125109_01477	P125109_v1_chr	1395210	1396805	-	1596	403
P125109_01478	P125109_v1_chr	1396805	1398367	-	1563	420
P125109_01479	P125109_v1_chr	1398462	1398506	-	45	0
P125109_01480	P125109_v1_chr	1398640	1399509	+	870	349
P125109_01481	P125109_v1_chr	1399517	1400137	+	621	204
P125109_01482	P125109_v1_chr	1400238	1401113	+	876	186
P125109_01483	P125109_v1_chr	1401200	1401790	-	591	1
P125109_01484	P125109_v1_chr	1401787	1402548	-	762	239
P125109_01485	P125109_v1_chr	1402792	1403832	+	1041	534
P125109_01486	P125109_v1_chr	1403874	1404125	-	252	113
P125109_01487	P125109_v1_chr	1404528	1407125	+	2598	81
P125109_01488	P125109_v1_chr	1407081	1407233	-	153	20
P125109_01489	P125109_v1_chr	1407536	1408510	+	975	71
P125109_01490	P125109_v1_chr	1408803	1408931	+	129	0
P125109_01491	P125109_v1_chr	1409212	1409304	+	93	0
P125109_01492	P125109_v1_chr	1409487	1412162	+	2676	275
P125109_01493	P125109_v1_chr	1412218	1412808	-	591	2
P125109_01494	P125109_v1_chr	1413004	1413768	+	765	101
P125109_01495	P125109_v1_chr	1413918	1414226	+	309	33
P125109_01496	P125109_v1_chr	1414233	1415402	+	1170	1
P125109_01497	P125109_v1_chr	1415593	1416330	+	738	62
P125109_01498	P125109_v1_chr	1416330	1416656	+	327	180
P125109_01499	P125109_v1_chr	1416776	1416994	-	219	292
P125109_01500	P125109_v1_chr	1417253	1417975	-	723	301
P125109_01501	P125109_v1_chr	1418092	1418271	-	180	112
P125109_01502	P125109_v1_chr	1418393	1420375	-	1983	180
P125109_01503	P125109_v1_chr	1420637	1422571	-	1935	240
P125109_01504	P125109_v1_chr	1422660	1423793	-	1134	491
P125109_01505	P125109_v1_chr	1423993	1424781	-	789	0
P125109_01506	P125109_v1_chr	1424899	1425197	-	299	391
P125109_01507	P125109_v1_chr	1425172	1425351	-	180	5
P125109_01508	P125109_v1_chr	1425386	1426759	+	1374	112
P125109_01509	P125109_v1_chr	1427226	1427933	+	708	246
P125109_01510	P125109_v1_chr	1427949	1428755	-	807	51
P125109_01511	P125109_v1_chr	1428757	1429749	-	993	90
P125109_01512	P125109_v1_chr	1429749	1430639	-	891	38
P125109_01513	P125109_v1_chr	1430626	1431591	-	966	32
P125109_01514	P125109_v1_chr	1431588	1433237	-	1650	145
P125109_01515	P125109_v1_chr	1433349	1434329	-	981	367
P125109_01516	P125109_v1_chr	1434500	1435162	+	663	164
P125109_01517	P125109_v1_chr	1435222	1435446	+	225	9
P125109_01518	P125109_v1_chr	1435446	1435805	+	360	364
P125109_01519	P125109_v1_chr	1435828	1436046	+	219	166
P125109_01520	P125109_v1_chr	1436122	1436436	+	315	431
P125109_01521	P125109_v1_chr	1436585	1437982	+	1398	595
P125109_01522	P125109_v1_chr	1437979	1439040	+	1062	340
P125109_01523	P125109_v1_chr	1439188	1440729	+	1542	472
P125109_01524	P125109_v1_chr	1440819	1441325	-	507	315
P125109_01525	P125109_v1_chr	1441441	1442406	+	966	372
P125109_01526	P125109_v1_chr	1442381	1443109	-	729	425
P125109_01527	P125109_v1_chr	1443299	1444912	+	1614	956
P125109_01528	P125109_v1_chr	1445009	1445938	-	930	194
P125109_01529	P125109_v1_chr	1446057	1446962	+	906	597
P125109_01530	P125109_v1_chr	1447271	1448107	+	837	439
P125109_01531	P125109_v1_chr	1448198	1448911	-	714	0
P125109_01532	P125109_v1_chr	1448989	1449579	+	591	206
P125109_01533	P125109_v1_chr	1449708	1449944	+	237	308
P125109_01534	P125109_v1_chr	1450158	1451213	-	1056	2015
P125109_01535	P125109_v1_chr	1451659	1452510	-	852	82
P125109_01536	P125109_v1_chr	1452897	1453655	+	759	335
P125109_01537	P125109_v1_chr	1453730	1455712	+	1983	621
P125109_01538	P125109_v1_chr	1455739	1456563	+	825	59
P125109_01539	P125109_v1_chr	1456701	1457219	+	519	81
P125109_01540	P125109_v1_chr	1457326	1457664	-	339	150
P125109_01541	P125109_v1_chr	1457692	1458378	-	687	302
P125109_01542	P125109_v1_chr	1458422	1459024	+	603	324
P125109_01543	P125109_v1_chr	1459106	1460137	-	1032	590
P125109_01544	P125109_v1_chr	1460376	1460630	+	255	53
P125109_01545	P125109_v1_chr	1460685	1461632	-	948	370
P125109_01546	P125109_v1_chr	1461783	1462535	-	753	109
P125109_01547	P125109_v1_chr	1462688	1462752	-	65	0
P125109_01548	P125109_v1_chr	1462730	1463245	-	516	168
P125109_01549	P125109_v1_chr	1463503	1464066	+	564	615
P125109_01550	P125109_v1_chr	1464477	1465631	+	1155	737
P125109_01551	P125109_v1_chr	1465777	1466760	+	984	415
P125109_01552	P125109_v1_chr	1466856	1466977	+	122	48
P125109_01553	P125109_v1_chr	1467036	1467218	+	183	4
P125109_01554	P125109_v1_chr	1467247	1468620	+	1374	21
P125109_01555	P125109_v1_chr	1468664	1469599	-	936	276
P125109_01556	P125109_v1_chr	1469651	1469923	-	273	79
P125109_01557	P125109_v1_chr	1469916	1470533	-	618	80
P125109_01558	P125109_v1_chr	1470561	1470878	-	318	3
P125109_01559	P125109_v1_chr	1470963	1471184	-	222	42
P125109_01560	P125109_v1_chr	1471622	1472143	+	522	399
P125109_01561	P125109_v1_chr	1472133	1472249	-	117	0
P125109_01562	P125109_v1_chr	1472418	1472558	-	141	0
P125109_01563	P125109_v1_chr	1472791	1473258	-	468	0
P125109_01564	P125109_v1_chr	1473531	1473860	+	330	192
P125109_01565	P125109_v1_chr	1474022	1474576	-	555	51
P125109_01566	P125109_v1_chr	1474573	1475505	-	933	101
P125109_01567	P125109_v1_chr	1475875	1476087	+	213	55
P125109_01568	P125109_v1_chr	1476378	1476548	+	171	10
P125109_01569	P125109_v1_chr	1476611	1477210	+	600	62
P125109_01570	P125109_v1_chr	1477210	1477500	+	291	171
P125109_01571	P125109_v1_chr	1477497	1478033	+	537	0
P125109_01572	P125109_v1_chr	1479532	1479780	+	249	77
P125109_01573	P125109_v1_chr	1480204	1480599	+	396	192
P125109_01574	P125109_v1_chr	1480699	1480980	+	282	0
P125109_01575	P125109_v1_chr	1480977	1481522	+	546	195
P125109_01576	P125109_v1_chr	1481546	1481728	+	183	1
P125109_01577	P125109_v1_chr	1482064	1482267	-	204	23
P125109_01578	P125109_v1_chr	1482368	1482706	+	339	209
P125109_01579	P125109_v1_chr	1482756	1483190	-	435	274
P125109_01580	P125109_v1_chr	1483535	1483643	+	109	0
P125109_01581	P125109_v1_chr	1483672	1487196	-	3525	819
P125109_01582	P125109_v1_chr	1487257	1487556	-	300	0
P125109_01583	P125109_v1_chr	1487472	1487738	+	267	0
P125109_01584	P125109_v1_chr	1487782	1488192	-	411	212
P125109_01585	P125109_v1_chr	1488303	1489292	-	990	294
P125109_01586	P125109_v1_chr	1489532	1492168	+	2637	756
P125109_01587	P125109_v1_chr	1492168	1492359	+	192	62
P125109_01588	P125109_v1_chr	1492367	1492690	+	324	337
P125109_01589	P125109_v1_chr	1492833	1493282	+	450	231
P125109_01590	P125109_v1_chr	1493279	1493884	-	606	0
P125109_01591	P125109_v1_chr	1494067	1497987	+	3921	372
P125109_01592	P125109_v1_chr	1498051	1498851	+	801	211
P125109_01593	P125109_v1_chr	1498968	1499498	+	531	335
P125109_01594	P125109_v1_chr	1499583	1499648	-	66	28
P125109_01595	P125109_v1_chr	1499769	1500431	-	663	309
P125109_01596	P125109_v1_chr	1500799	1500894	+	96	5
P125109_01597	P125109_v1_chr	1500895	1501485	-	591	1
P125109_01598	P125109_v1_chr	1501515	1502444	-	930	718
P125109_01599	P125109_v1_chr	1502581	1503261	-	681	50
P125109_01600	P125109_v1_chr	1503258	1503989	-	732	172
P125109_01601	P125109_v1_chr	1504014	1504646	-	633	1
P125109_01602	P125109_v1_chr	1504668	1505429	-	762	7
P125109_01603	P125109_v1_chr	1505546	1505680	-	135	1
P125109_01604	P125109_v1_chr	1506337	1506681	+	345	190
P125109_01605	P125109_v1_chr	1506802	1508028	-	1227	69
P125109_01606	P125109_v1_chr	1508454	1509170	+	717	0
P125109_01607	P125109_v1_chr	1509299	1509700	-	402	86
P125109_01608	P125109_v1_chr	1509335	1509460	+	126	0
P125109_01609	P125109_v1_chr	1510223	1510498	+	276	152
P125109_01610	P125109_v1_chr	1510530	1511648	+	1119	214
P125109_01611	P125109_v1_chr	1511817	1513442	+	1626	131
P125109_01612	P125109_v1_chr	1513503	1514426	-	924	226
P125109_01613	P125109_v1_chr	1514719	1516062	+	1344	316
P125109_01614	P125109_v1_chr	1516111	1517619	+	1509	678
P125109_01615	P125109_v1_chr	1517875	1519494	+	1620	241
P125109_01616	P125109_v1_chr	1519699	1520265	+	567	15
P125109_01617	P125109_v1_chr	1520443	1521162	-	720	246
P125109_01618	P125109_v1_chr	1521253	1522365	-	1113	259
P125109_01619	P125109_v1_chr	1522313	1523674	-	1362	810
P125109_01620	P125109_v1_chr	1523758	1524525	-	768	233
P125109_01621	P125109_v1_chr	1524863	1526116	+	1254	198
P125109_01622	P125109_v1_chr	1526257	1526694	-	438	57
P125109_01623	P125109_v1_chr	1526694	1527485	-	792	279
P125109_01624	P125109_v1_chr	1527501	1528133	-	633	165
P125109_01625	P125109_v1_chr	1528145	1528582	-	438	144
P125109_01626	P125109_v1_chr	1528623	1528715	+	93	0
P125109_01627	P125109_v1_chr	1528714	1529520	-	807	228
P125109_01628	P125109_v1_chr	1529534	1530847	-	1314	170
P125109_01629	P125109_v1_chr	1530858	1531139	-	282	114
P125109_01630	P125109_v1_chr	1531136	1532254	-	1119	418
P125109_01631	P125109_v1_chr	1532471	1533010	+	540	354
P125109_01632	P125109_v1_chr	1533007	1533987	-	981	228
P125109_01633	P125109_v1_chr	1534094	1535107	+	1014	298
P125109_01634	P125109_v1_chr	1535094	1535690	+	597	429
P125109_01635	P125109_v1_chr	1535846	1536514	+	669	24
P125109_01636	P125109_v1_chr	1536568	1537746	-	1179	510
P125109_01637	P125109_v1_chr	1537839	1538375	+	537	102
P125109_01638	P125109_v1_chr	1538454	1540418	+	1965	518
P125109_01639	P125109_v1_chr	1540419	1540649	-	231	9
P125109_01640	P125109_v1_chr	1540923	1541834	-	912	1
P125109_01641	P125109_v1_chr	1542410	1542808	+	399	46
P125109_01642	P125109_v1_chr	1542841	1543071	+	231	69
P125109_01643	P125109_v1_chr	1543115	1543189	-	75	5
P125109_01644	P125109_v1_chr	1543330	1544100	+	771	319
P125109_01645	P125109_v1_chr	1544236	1545660	+	1425	90
P125109_01646	P125109_v1_chr	1545796	1547220	+	1425	416
P125109_01647	P125109_v1_chr	1547249	1547442	-	194	0
P125109_01648	P125109_v1_chr	1547619	1547792	+	174	28
P125109_01649	P125109_v1_chr	1547837	1549981	-	2145	459
P125109_01650	P125109_v1_chr	1549978	1552959	-	2982	248
P125109_01651	P125109_v1_chr	1552964	1554289	-	1326	248
P125109_01652	P125109_v1_chr	1554513	1554746	+	234	0
P125109_01653	P125109_v1_chr	1554751	1555200	-	450	0
P125109_01654	P125109_v1_chr	1555200	1555715	-	516	197
P125109_01655	P125109_v1_chr	1555927	1556964	+	1038	222
P125109_01656	P125109_v1_chr	1557298	1557963	+	666	722
P125109_01657	P125109_v1_chr	1558019	1560169	-	2151	783
P125109_01658	P125109_v1_chr	1560388	1561449	+	1062	169
P125109_01659	P125109_v1_chr	1561594	1561815	+	222	36
P125109_01660	P125109_v1_chr	1561892	1563385	-	1494	180
P125109_01661	P125109_v1_chr	1563898	1564530	+	633	313
P125109_01662	P125109_v1_chr	1564813	1565658	+	846	254
P125109_01663	P125109_v1_chr	1565694	1566587	-	894	17
P125109_01664	P125109_v1_chr	1566693	1567373	-	681	172
P125109_01665	P125109_v1_chr	1567370	1568065	-	696	241
P125109_01666	P125109_v1_chr	1568065	1569609	-	1545	239
P125109_01667	P125109_v1_chr	1569606	1573346	-	3741	855
P125109_01668	P125109_v1_chr	1573438	1574826	-	1389	490
P125109_01669	P125109_v1_chr	1575041	1575619	-	579	431
P125109_01670	P125109_v1_chr	1575737	1577224	+	1488	269
P125109_01671	P125109_v1_chr	1577249	1577689	-	441	104
P125109_01672	P125109_v1_chr	1577773	1578861	-	1089	232
P125109_01673	P125109_v1_chr	1579384	1580265	-	882	938
P125109_01674	P125109_v1_chr	1580543	1583590	+	3048	698
P125109_01675	P125109_v1_chr	1583604	1584488	+	885	258
P125109_01676	P125109_v1_chr	1584481	1585137	+	657	56
P125109_01677	P125109_v1_chr	1584973	1585158	+	186	0
P125109_01678	P125109_v1_chr	1585228	1586238	-	1011	70
P125109_01679	P125109_v1_chr	1586520	1588217	-	1698	436
P125109_01680	P125109_v1_chr	1588394	1588537	-	144	158
P125109_01681	P125109_v1_chr	1588632	1588847	-	216	512
P125109_01682	P125109_v1_chr	1589360	1589791	+	432	259
P125109_01683	P125109_v1_chr	1590141	1590470	+	330	189
P125109_01684	P125109_v1_chr	1590613	1591398	+	786	228
P125109_01685	P125109_v1_chr	1591527	1593311	+	1785	161
P125109_01686	P125109_v1_chr	1593308	1595836	+	2529	201
P125109_01687	P125109_v1_chr	1595893	1597968	+	2076	518
P125109_01688	P125109_v1_chr	1598081	1599283	-	1203	3
P125109_01689	P125109_v1_chr	1599296	1600747	-	1452	163
P125109_01690	P125109_v1_chr	1600891	1601871	-	981	222
P125109_01691	P125109_v1_chr	1602129	1602410	+	282	16
P125109_01692	P125109_v1_chr	1602197	1602465	+	269	0
P125109_01693	P125109_v1_chr	1602699	1603031	-	333	55
P125109_01694	P125109_v1_chr	1603076	1603210	+	135	59
P125109_01695	P125109_v1_chr	1603259	1603525	+	267	98
P125109_01696	P125109_v1_chr	1603583	1604656	-	1074	96
P125109_01697	P125109_v1_chr	1604849	1605337	-	489	52
P125109_01698	P125109_v1_chr	1605382	1606890	+	1509	71
P125109_01699	P125109_v1_chr	1606880	1608121	+	1242	522
P125109_01700	P125109_v1_chr	1608257	1609747	+	1491	30
P125109_01701	P125109_v1_chr	1609924	1611210	+	1287	535
P125109_01702	P125109_v1_chr	1611185	1612210	+	1026	628
P125109_01703	P125109_v1_chr	1612269	1612940	-	672	182
P125109_01704	P125109_v1_chr	1613106	1614194	-	1089	298
P125109_01705	P125109_v1_chr	1614625	1615728	+	1104	127
P125109_01706	P125109_v1_chr	1615731	1617533	+	1803	419
P125109_01707	P125109_v1_chr	1617553	1618227	+	675	121
P125109_01708	P125109_v1_chr	1618233	1618841	+	609	36
P125109_01709	P125109_v1_chr	1618841	1619140	+	300	29
P125109_01710	P125109_v1_chr	1619137	1619547	+	411	61
P125109_01711	P125109_v1_chr	1619565	1620626	+	1062	295
P125109_01712	P125109_v1_chr	1620614	1621501	+	888	152
P125109_01713	P125109_v1_chr	1621514	1621855	+	342	112
P125109_01714	P125109_v1_chr	1621879	1622050	-	172	8
P125109_01715	P125109_v1_chr	1621996	1623114	-	1119	485
P125109_01716	P125109_v1_chr	1623846	1624373	+	528	234
P125109_01717	P125109_v1_chr	1624429	1625376	-	948	267
P125109_01718	P125109_v1_chr	1625598	1625957	-	360	1
P125109_01719	P125109_v1_chr	1625957	1626883	-	927	365
P125109_01720	P125109_v1_chr	1626956	1628344	-	1389	130
P125109_01721	P125109_v1_chr	1628447	1629319	+	873	4
P125109_01722	P125109_v1_chr	1629435	1630625	+	1191	239
P125109_01723	P125109_v1_chr	1630672	1631337	-	666	2
P125109_01724	P125109_v1_chr	1631596	1632030	+	435	139
P125109_01725	P125109_v1_chr	1632050	1632433	+	384	46
P125109_01726	P125109_v1_chr	1632468	1632677	+	210	69
P125109_01727	P125109_v1_chr	1632643	1632711	+	69	0
P125109_01728	P125109_v1_chr	1632796	1633698	-	903	151
P125109_01729	P125109_v1_chr	1633926	1635113	+	1188	302
P125109_01730	P125109_v1_chr	1635361	1635456	+	96	1
P125109_01731	P125109_v1_chr	1635536	1635634	-	99	22
P125109_01732	P125109_v1_chr	1635804	1636196	-	393	90
P125109_01733	P125109_v1_chr	1636624	1637151	+	528	594
P125109_01734	P125109_v1_chr	1637287	1637469	-	183	33
P125109_01735	P125109_v1_chr	1637813	1639855	-	2043	230
P125109_01736	P125109_v1_chr	1639994	1640740	+	747	288
P125109_01737	P125109_v1_chr	1640870	1641556	+	687	21
P125109_01738	P125109_v1_chr	1641738	1641941	+	204	0
P125109_01739	P125109_v1_chr	1642008	1643474	-	1467	426
P125109_01740	P125109_v1_chr	1643618	1644997	-	1380	480
P125109_01741	P125109_v1_chr	1645051	1646070	-	1020	287
P125109_01742	P125109_v1_chr	1646081	1647295	-	1215	228
P125109_01743	P125109_v1_chr	1647417	1647752	-	336	3
P125109_01744	P125109_v1_chr	1647895	1648236	+	342	143
P125109_01745	P125109_v1_chr	1648272	1648832	+	561	1
P125109_01746	P125109_v1_chr	1648873	1649592	-	720	214
P125109_01747	P125109_v1_chr	1649690	1649995	+	306	0
P125109_01748	P125109_v1_chr	1650152	1652590	+	2439	176
P125109_01749	P125109_v1_chr	1652716	1655124	+	2409	308
P125109_01750	P125109_v1_chr	1655135	1655752	+	618	91
P125109_01751	P125109_v1_chr	1655754	1656611	+	858	186
P125109_01752	P125109_v1_chr	1656654	1657268	+	615	1
P125109_01753	P125109_v1_chr	1657573	1658283	+	711	38
P125109_01754	P125109_v1_chr	1658312	1659214	+	903	47
P125109_01755	P125109_v1_chr	1659224	1659871	+	648	63
P125109_01756	P125109_v1_chr	1659871	1661019	+	1149	106
P125109_01757	P125109_v1_chr	1661191	1662444	+	1254	198
P125109_01758	P125109_v1_chr	1662400	1663095	-	696	21
P125109_01759	P125109_v1_chr	1663221	1664441	-	1221	52
P125109_01760	P125109_v1_chr	1664569	1665468	-	900	1
P125109_01761	P125109_v1_chr	1665588	1666841	+	1254	276
P125109_01762	P125109_v1_chr	1666849	1667109	-	261	59
P125109_01763	P125109_v1_chr	1667236	1667484	+	249	0
P125109_01764	P125109_v1_chr	1667753	1668574	+	822	109
P125109_01765	P125109_v1_chr	1668614	1668943	-	330	36
P125109_01766	P125109_v1_chr	1668930	1669292	-	363	265
P125109_01767	P125109_v1_chr	1669710	1670744	+	1035	136
P125109_01768	P125109_v1_chr	1670919	1672307	-	1389	84
P125109_01769	P125109_v1_chr	1672318	1673847	-	1530	324
P125109_01770	P125109_v1_chr	1674374	1675318	+	945	178
P125109_01771	P125109_v1_chr	1675617	1676999	+	1383	327
P125109_01772	P125109_v1_chr	1677061	1677396	-	336	85
P125109_01773	P125109_v1_chr	1677523	1678254	+	732	355
P125109_01774	P125109_v1_chr	1678734	1679885	+	1152	1061
P125109_01775	P125109_v1_chr	1679818	1679932	+	115	0
P125109_01776	P125109_v1_chr	1680044	1681744	+	1701	510
P125109_01777	P125109_v1_chr	1681855	1683156	+	1302	197
P125109_01778	P125109_v1_chr	1683232	1684161	+	930	121
P125109_01779	P125109_v1_chr	1684158	1685561	-	1404	28
P125109_01780	P125109_v1_chr	1685729	1687375	-	1647	409
P125109_01781	P125109_v1_chr	1687575	1688750	+	1176	54
P125109_01782	P125109_v1_chr	1688853	1690361	+	1509	115
P125109_01783	P125109_v1_chr	1690464	1690700	+	237	157
P125109_01784	P125109_v1_chr	1690761	1690841	+	81	1
P125109_01785	P125109_v1_chr	1690905	1691018	-	114	1
P125109_01786	P125109_v1_chr	1691067	1692068	+	1002	0
P125109_01787	P125109_v1_chr	1692143	1693183	-	1041	3
P125109_01788	P125109_v1_chr	1693391	1693516	+	126	38
P125109_01789	P125109_v1_chr	1693814	1694029	+	216	13
P125109_01790	P125109_v1_chr	1694118	1694558	+	441	278
P125109_01791	P125109_v1_chr	1694635	1695216	+	582	27
P125109_01792	P125109_v1_chr	1695216	1695794	+	579	21
P125109_01793	P125109_v1_chr	1695787	1697901	+	2115	111
P125109_01794	P125109_v1_chr	1697902	1698960	+	1059	18
P125109_01795	P125109_v1_chr	1698964	1699584	+	621	72
P125109_01796	P125109_v1_chr	1699587	1700279	+	693	161
P125109_01797	P125109_v1_chr	1700279	1700914	+	636	76
P125109_01798	P125109_v1_chr	1701515	1703020	+	1506	335
P125109_01799	P125109_v1_chr	1703125	1703730	+	606	12
P125109_01800	P125109_v1_chr	1703789	1704649	-	861	149
P125109_01801	P125109_v1_chr	1704709	1705983	-	1275	1
P125109_01802	P125109_v1_chr	1706110	1706766	-	657	10
P125109_01803	P125109_v1_chr	1706825	1707187	-	363	34
P125109_01804	P125109_v1_chr	1707242	1708363	-	1122	518
P125109_01805	P125109_v1_chr	1708635	1709102	+	468	191
P125109_01806	P125109_v1_chr	1709150	1709584	-	435	56
P125109_01807	P125109_v1_chr	1709785	1710021	+	237	47
P125109_01808	P125109_v1_chr	1710024	1710884	+	861	235
P125109_01809	P125109_v1_chr	1710884	1712923	+	2040	190
P125109_01810	P125109_v1_chr	1712899	1713420	-	522	122
P125109_01811	P125109_v1_chr	1713500	1714396	-	897	96
P125109_01812	P125109_v1_chr	1714447	1714686	-	240	155
P125109_01813	P125109_v1_chr	1714789	1715388	+	600	11
P125109_01814	P125109_v1_chr	1715447	1716544	+	1098	453
P125109_01815	P125109_v1_chr	1716613	1717020	+	408	3
P125109_01816	P125109_v1_chr	1717121	1717768	+	648	15
P125109_01817	P125109_v1_chr	1717846	1718193	-	348	95
P125109_01818	P125109_v1_chr	1718529	1719350	+	822	76
P125109_01819	P125109_v1_chr	1719477	1720058	+	582	7
P125109_01820	P125109_v1_chr	1720141	1720230	-	90	1
P125109_01821	P125109_v1_chr	1720526	1721551	+	1026	126
P125109_01822	P125109_v1_chr	1721453	1721547	+	95	0
P125109_01823	P125109_v1_chr	1721548	1722480	-	933	0
P125109_01824	P125109_v1_chr	1722593	1723798	+	1206	102
P125109_01825	P125109_v1_chr	1724088	1725236	+	1149	370
P125109_01826	P125109_v1_chr	1725278	1725919	-	642	0
P125109_01827	P125109_v1_chr	1726136	1727509	+	1374	174
