# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "--fraction" "-t" "gene" "-g" "ID" "-s" "0" "-a" "/pub37/alexp/data/TRADIS/v2_WY_macro/P125109_v3_2018.tradis.gff" "-o" "P125109_input_LB_2.deseq.fc.tsv" "P125109_input_LB_2.deseq.bam" 
Geneid	Chr	Start	End	Strand	Length	P125109_input_LB_2.deseq.bam
P125109_01258	P125109_v1_chr	1217035	1217676	+	642	108
P125109_01259	P125109_v1_chr	1217776	1218954	-	1179	539
P125109_01260	P125109_v1_chr	1219085	1219375	+	291	54
P125109_01261	P125109_v1_chr	1219443	1219796	+	354	163
P125109_01262	P125109_v1_chr	1219890	1220549	+	660	338
P125109_01263	P125109_v1_chr	1220640	1220731	-	92	0
P125109_01264	P125109_v1_chr	1220762	1222813	+	2052	1095
P125109_01265	P125109_v1_chr	1222850	1223548	-	699	214
P125109_01266	P125109_v1_chr	1223572	1224228	-	657	311
P125109_01267	P125109_v1_chr	1224336	1224566	-	231	64
P125109_01268	P125109_v1_chr	1224704	1225078	+	375	111
P125109_01269	P125109_v1_chr	1225079	1225954	+	876	191
P125109_01270	P125109_v1_chr	1225971	1226324	+	354	152
P125109_01271	P125109_v1_chr	1226335	1226645	-	311	23
P125109_01272	P125109_v1_chr	1226465	1226567	+	103	0
P125109_01273	P125109_v1_chr	1226707	1227786	-	1080	441
P125109_01274	P125109_v1_chr	1227761	1228039	-	279	110
P125109_01275	P125109_v1_chr	1228453	1230432	+	1980	872
P125109_01276	P125109_v1_chr	1230453	1230689	+	237	94
P125109_01277	P125109_v1_chr	1230727	1230849	+	123	1
P125109_01278	P125109_v1_chr	1231064	1231369	+	306	36
P125109_01279	P125109_v1_chr	1231433	1232032	+	600	56
P125109_01280	P125109_v1_chr	1232029	1232256	+	228	87
P125109_01281	P125109_v1_chr	1232386	1233075	+	690	358
P125109_01282	P125109_v1_chr	1233172	1233696	+	525	705
P125109_01283	P125109_v1_chr	1233930	1234073	+	144	66
P125109_01284	P125109_v1_chr	1234070	1234519	-	450	221
P125109_01285	P125109_v1_chr	1234736	1234873	+	138	315
P125109_01286	P125109_v1_chr	1234880	1235353	-	474	717
P125109_01287	P125109_v1_chr	1235827	1236171	+	345	327
P125109_01288	P125109_v1_chr	1236155	1236607	+	453	184
P125109_01289	P125109_v1_chr	1236604	1237104	+	501	114
P125109_01290	P125109_v1_chr	1237261	1237626	+	366	106
P125109_01291	P125109_v1_chr	1237667	1237834	-	168	124
P125109_01292	P125109_v1_chr	1237999	1238532	-	534	336
P125109_01293	P125109_v1_chr	1238622	1239317	+	696	160
P125109_01294	P125109_v1_chr	1239327	1239608	+	282	299
P125109_01295	P125109_v1_chr	1239602	1241962	+	2361	1073
P125109_01296	P125109_v1_chr	1242105	1242821	+	717	265
P125109_01297	P125109_v1_chr	1242943	1243170	+	228	117
P125109_01298	P125109_v1_chr	1243372	1244094	-	723	33
P125109_01299	P125109_v1_chr	1244301	1244459	+	159	37
P125109_01300	P125109_v1_chr	1244574	1244855	-	282	0
P125109_01301	P125109_v1_chr	1246206	1246334	+	129	0
P125109_01302	P125109_v1_chr	1246319	1246588	-	270	174
P125109_01303	P125109_v1_chr	1246603	1247172	-	570	1033
P125109_01304	P125109_v1_chr	1247232	1247885	-	654	351
P125109_01305	P125109_v1_chr	1247916	1248146	+	231	67
P125109_01306	P125109_v1_chr	1248200	1248733	+	534	429
P125109_01307	P125109_v1_chr	1248990	1249157	-	168	86
P125109_01308	P125109_v1_chr	1249465	1249956	+	492	75
P125109_01309	P125109_v1_chr	1249943	1250122	+	180	0
P125109_01310	P125109_v1_chr	1250142	1250516	+	375	63
P125109_01311	P125109_v1_chr	1250509	1251105	+	597	68
P125109_01312	P125109_v1_chr	1251426	1252112	+	687	807
P125109_01313	P125109_v1_chr	1252061	1252561	+	501	365
P125109_01314	P125109_v1_chr	1252658	1252858	-	201	7
P125109_01315	P125109_v1_chr	1253315	1253437	-	123	149
P125109_01316	P125109_v1_chr	1253810	1253935	+	126	65
P125109_01317	P125109_v1_chr	1254117	1254239	+	123	195
P125109_01318	P125109_v1_chr	1254215	1254358	+	144	44
P125109_01319	P125109_v1_chr	1254688	1255302	-	615	294
P125109_01320	P125109_v1_chr	1255312	1255470	-	159	10
P125109_01321	P125109_v1_chr	1255603	1256517	-	915	252
P125109_01322	P125109_v1_chr	1257510	1257759	-	250	0
P125109_01323	P125109_v1_chr	1257982	1258179	-	198	114
P125109_01324	P125109_v1_chr	1258303	1259463	+	1161	364
P125109_01325	P125109_v1_chr	1259544	1259819	-	276	41
P125109_01326	P125109_v1_chr	1259840	1259980	+	141	122
P125109_01327	P125109_v1_chr	1259962	1260231	-	270	63
P125109_01328	P125109_v1_chr	1260604	1261023	+	420	108
P125109_01329	P125109_v1_chr	1261179	1261307	-	129	59
P125109_01330	P125109_v1_chr	1261396	1261872	-	477	597
P125109_01331	P125109_v1_chr	1262004	1262174	-	171	250
P125109_01332	P125109_v1_chr	1262202	1262597	-	396	3
P125109_01333	P125109_v1_chr	1263281	1264003	+	723	83
P125109_01334	P125109_v1_chr	1264288	1264452	+	165	154
P125109_01335	P125109_v1_chr	1264425	1264658	+	234	93
P125109_01336	P125109_v1_chr	1264676	1265326	+	651	349
P125109_01337	P125109_v1_chr	1265345	1265536	-	192	19
P125109_01338	P125109_v1_chr	1265647	1265886	-	240	0
P125109_01339	P125109_v1_chr	1266001	1267542	-	1542	359
P125109_01340	P125109_v1_chr	1267518	1270151	-	2634	778
P125109_01341	P125109_v1_chr	1270120	1271403	-	1284	146
P125109_01342	P125109_v1_chr	1271460	1272029	+	570	100
P125109_01343	P125109_v1_chr	1272127	1272813	+	687	75
P125109_01344	P125109_v1_chr	1272833	1274881	+	2049	484
P125109_01345	P125109_v1_chr	1275075	1275956	+	882	52
P125109_01346	P125109_v1_chr	1276004	1277377	-	1374	200
P125109_01347	P125109_v1_chr	1277442	1277549	+	108	10
P125109_01348	P125109_v1_chr	1277553	1278344	+	792	194
P125109_01349	P125109_v1_chr	1278556	1278795	-	240	489
P125109_01350	P125109_v1_chr	1278953	1279096	+	144	11
P125109_01351	P125109_v1_chr	1279167	1279454	+	288	46
P125109_01352	P125109_v1_chr	1279458	1279544	-	87	48
P125109_01353	P125109_v1_chr	1279941	1280033	+	93	1
P125109_01354	P125109_v1_chr	1280103	1280246	+	144	95
P125109_01355	P125109_v1_chr	1280259	1280468	+	210	87
P125109_01356	P125109_v1_chr	1280688	1282433	+	1746	213
P125109_01357	P125109_v1_chr	1282499	1283308	+	810	279
P125109_01358	P125109_v1_chr	1283305	1283871	-	567	201
P125109_01359	P125109_v1_chr	1284281	1284739	-	459	142
P125109_01360	P125109_v1_chr	1284798	1285649	-	852	325
P125109_01361	P125109_v1_chr	1285662	1286462	-	801	170
P125109_01362	P125109_v1_chr	1286515	1287483	-	969	227
P125109_01363	P125109_v1_chr	1287633	1287968	+	336	61
P125109_01364	P125109_v1_chr	1287956	1289515	+	1560	383
P125109_01365	P125109_v1_chr	1289537	1291138	-	1602	554
P125109_01366	P125109_v1_chr	1291276	1292640	-	1365	606
P125109_01367	P125109_v1_chr	1292904	1293482	-	579	66
P125109_01368	P125109_v1_chr	1293486	1294850	-	1365	568
P125109_01369	P125109_v1_chr	1294931	1295110	+	180	116
P125109_01370	P125109_v1_chr	1295116	1295460	-	345	291
P125109_01371	P125109_v1_chr	1295591	1297501	+	1911	626
P125109_01372	P125109_v1_chr	1297559	1298254	+	696	0
P125109_01373	P125109_v1_chr	1298326	1298907	+	582	124
P125109_01374	P125109_v1_chr	1299046	1300797	+	1752	277
P125109_01375	P125109_v1_chr	1300882	1301997	+	1116	396
P125109_01376	P125109_v1_chr	1302119	1302385	-	267	29
P125109_01377	P125109_v1_chr	1302389	1303201	-	813	675
P125109_01378	P125109_v1_chr	1303225	1303932	-	708	176
P125109_01379	P125109_v1_chr	1304058	1304351	+	294	201
P125109_01380	P125109_v1_chr	1304401	1305060	+	660	513
P125109_01381	P125109_v1_chr	1305153	1305599	+	447	230
P125109_01382	P125109_v1_chr	1305951	1306088	+	138	30
P125109_01383	P125109_v1_chr	1306115	1306204	-	90	65
P125109_01384	P125109_v1_chr	1306280	1306453	+	174	102
P125109_01385	P125109_v1_chr	1306525	1306866	-	342	125
P125109_01386	P125109_v1_chr	1306975	1307505	-	531	75
P125109_01387	P125109_v1_chr	1307647	1309191	-	1545	469
P125109_01388	P125109_v1_chr	1309411	1310130	+	720	267
P125109_01389	P125109_v1_chr	1310177	1311709	-	1533	506
P125109_01390	P125109_v1_chr	1312032	1313330	+	1299	147
P125109_01391	P125109_v1_chr	1313344	1314414	+	1071	247
P125109_01392	P125109_v1_chr	1314477	1316210	-	1734	179
P125109_01393	P125109_v1_chr	1316307	1317221	-	915	327
P125109_01394	P125109_v1_chr	1317392	1318003	+	612	65
P125109_01395	P125109_v1_chr	1318017	1318751	-	735	357
P125109_01396	P125109_v1_chr	1318920	1319174	+	255	67
P125109_01397	P125109_v1_chr	1319237	1320949	-	1713	246
P125109_01398	P125109_v1_chr	1321163	1322437	-	1275	342
P125109_01399	P125109_v1_chr	1322472	1322827	+	356	59
P125109_01400	P125109_v1_chr	1322832	1322921	-	90	49
P125109_01401	P125109_v1_chr	1322934	1324070	-	1137	519
P125109_01402	P125109_v1_chr	1324082	1325626	-	1545	366
P125109_01403	P125109_v1_chr	1325701	1326549	-	849	257
P125109_01404	P125109_v1_chr	1326546	1327001	-	456	114
P125109_01405	P125109_v1_chr	1326940	1327536	-	597	125
P125109_01406	P125109_v1_chr	1327533	1328264	-	732	183
P125109_01407	P125109_v1_chr	1328283	1330076	-	1794	590
P125109_01408	P125109_v1_chr	1330073	1331191	-	1119	147
P125109_01409	P125109_v1_chr	1332106	1332558	-	453	27
P125109_01410	P125109_v1_chr	1332597	1333217	-	621	9
P125109_01411	P125109_v1_chr	1333976	1335067	-	1092	131
P125109_01412	P125109_v1_chr	1335184	1335768	-	585	1
P125109_01413	P125109_v1_chr	1336044	1336322	+	279	58
P125109_01414	P125109_v1_chr	1336367	1338025	-	1659	294
P125109_01415	P125109_v1_chr	1338177	1339124	-	948	0
P125109_01416	P125109_v1_chr	1339390	1340241	-	852	1
P125109_01417	P125109_v1_chr	1340238	1340861	-	624	0
P125109_01418	P125109_v1_chr	1341175	1342431	+	1257	67
P125109_01419	P125109_v1_chr	1342472	1343554	+	1083	39
P125109_01420	P125109_v1_chr	1343554	1344387	+	834	251
P125109_01421	P125109_v1_chr	1344384	1344773	+	390	14
P125109_01422	P125109_v1_chr	1344777	1345586	+	810	228
P125109_01423	P125109_v1_chr	1345624	1346478	+	855	0
P125109_01424	P125109_v1_chr	1346532	1347632	-	1101	482
P125109_01425	P125109_v1_chr	1347899	1348129	+	231	13
P125109_01426	P125109_v1_chr	1348209	1348562	-	354	159
P125109_01427	P125109_v1_chr	1348731	1348805	-	75	0
P125109_01428	P125109_v1_chr	1348739	1350163	+	1425	684
P125109_01429	P125109_v1_chr	1350164	1350814	-	651	210
P125109_01430	P125109_v1_chr	1350807	1352603	-	1797	760
P125109_01431	P125109_v1_chr	1352944	1354341	+	1398	545
P125109_01432	P125109_v1_chr	1354324	1354385	+	62	12
P125109_01433	P125109_v1_chr	1354729	1358472	+	3744	541
P125109_01434	P125109_v1_chr	1358469	1360007	+	1539	287
P125109_01435	P125109_v1_chr	1360004	1360714	+	711	187
P125109_01436	P125109_v1_chr	1360714	1361391	+	678	223
P125109_01437	P125109_v1_chr	1361413	1361620	-	208	0
P125109_01438	P125109_v1_chr	1361633	1363162	+	1530	196
P125109_01439	P125109_v1_chr	1363789	1363873	-	85	9
P125109_01440	P125109_v1_chr	1364084	1364168	-	85	0
P125109_01441	P125109_v1_chr	1364509	1365351	-	843	224
P125109_01442	P125109_v1_chr	1365402	1365860	-	459	78
P125109_01443	P125109_v1_chr	1365980	1366876	+	897	150
P125109_01444	P125109_v1_chr	1366967	1367980	+	1014	3
P125109_01445	P125109_v1_chr	1368183	1369091	+	909	15
P125109_01446	P125109_v1_chr	1369223	1369636	-	414	3
P125109_01447	P125109_v1_chr	1370299	1370916	+	618	637
P125109_01448	P125109_v1_chr	1371113	1373791	-	2679	332
P125109_01449	P125109_v1_chr	1374268	1374915	+	648	81
P125109_01450	P125109_v1_chr	1374946	1375024	-	79	20
P125109_01451	P125109_v1_chr	1375297	1375608	-	312	134
P125109_01452	P125109_v1_chr	1375679	1377310	+	1632	561
P125109_01453	P125109_v1_chr	1377432	1378352	+	921	166
P125109_01454	P125109_v1_chr	1378367	1379275	+	909	80
P125109_01455	P125109_v1_chr	1379287	1380294	+	1008	215
P125109_01456	P125109_v1_chr	1380291	1381295	+	1005	180
P125109_01457	P125109_v1_chr	1381343	1382179	+	837	260
P125109_01458	P125109_v1_chr	1382227	1382556	-	330	214
P125109_01459	P125109_v1_chr	1382590	1384050	-	1461	218
P125109_01460	P125109_v1_chr	1384080	1384403	+	324	0
P125109_01461	P125109_v1_chr	1384193	1384366	+	174	0
P125109_01462	P125109_v1_chr	1384410	1384706	-	297	11
P125109_01463	P125109_v1_chr	1384930	1385658	+	729	5
P125109_01464	P125109_v1_chr	1385717	1386118	-	402	0
P125109_01465	P125109_v1_chr	1386279	1386818	-	540	139
P125109_01466	P125109_v1_chr	1386875	1387618	-	744	257
P125109_01467	P125109_v1_chr	1387644	1388048	-	405	177
P125109_01468	P125109_v1_chr	1388386	1389024	+	639	129
P125109_01469	P125109_v1_chr	1389045	1389097	-	53	0
P125109_01470	P125109_v1_chr	1389106	1389984	-	879	228
P125109_01471	P125109_v1_chr	1390004	1390510	-	507	59
P125109_01472	P125109_v1_chr	1390584	1391087	-	504	142
P125109_01473	P125109_v1_chr	1391177	1391359	-	183	25
P125109_01474	P125109_v1_chr	1391839	1392645	-	807	187
P125109_01475	P125109_v1_chr	1392645	1393838	-	1194	185
P125109_01476	P125109_v1_chr	1393848	1395206	-	1359	146
P125109_01477	P125109_v1_chr	1395210	1396805	-	1596	247
P125109_01478	P125109_v1_chr	1396805	1398367	-	1563	263
P125109_01479	P125109_v1_chr	1398462	1398506	-	45	0
P125109_01480	P125109_v1_chr	1398640	1399509	+	870	150
P125109_01481	P125109_v1_chr	1399517	1400137	+	621	97
P125109_01482	P125109_v1_chr	1400238	1401113	+	876	117
P125109_01483	P125109_v1_chr	1401200	1401790	-	591	0
P125109_01484	P125109_v1_chr	1401787	1402548	-	762	152
P125109_01485	P125109_v1_chr	1402792	1403832	+	1041	280
P125109_01486	P125109_v1_chr	1403874	1404125	-	252	47
P125109_01487	P125109_v1_chr	1404528	1407125	+	2598	42
P125109_01488	P125109_v1_chr	1407081	1407233	-	153	9
P125109_01489	P125109_v1_chr	1407536	1408510	+	975	53
P125109_01490	P125109_v1_chr	1408803	1408931	+	129	0
P125109_01491	P125109_v1_chr	1409212	1409304	+	93	0
P125109_01492	P125109_v1_chr	1409487	1412162	+	2676	152
P125109_01493	P125109_v1_chr	1412218	1412808	-	591	0
P125109_01494	P125109_v1_chr	1413004	1413768	+	765	52
P125109_01495	P125109_v1_chr	1413918	1414226	+	309	13
P125109_01496	P125109_v1_chr	1414233	1415402	+	1170	1
P125109_01497	P125109_v1_chr	1415593	1416330	+	738	25
P125109_01498	P125109_v1_chr	1416330	1416656	+	327	85
P125109_01499	P125109_v1_chr	1416776	1416994	-	219	163
P125109_01500	P125109_v1_chr	1417253	1417975	-	723	176
P125109_01501	P125109_v1_chr	1418092	1418271	-	180	64
P125109_01502	P125109_v1_chr	1418393	1420375	-	1983	80
P125109_01503	P125109_v1_chr	1420637	1422571	-	1935	148
P125109_01504	P125109_v1_chr	1422660	1423793	-	1134	266
P125109_01505	P125109_v1_chr	1423993	1424781	-	789	0
P125109_01506	P125109_v1_chr	1424899	1425197	-	299	268
P125109_01507	P125109_v1_chr	1425172	1425351	-	180	1
P125109_01508	P125109_v1_chr	1425386	1426759	+	1374	56
P125109_01509	P125109_v1_chr	1427226	1427933	+	708	152
P125109_01510	P125109_v1_chr	1427949	1428755	-	807	25
P125109_01511	P125109_v1_chr	1428757	1429749	-	993	39
P125109_01512	P125109_v1_chr	1429749	1430639	-	891	21
P125109_01513	P125109_v1_chr	1430626	1431591	-	966	11
P125109_01514	P125109_v1_chr	1431588	1433237	-	1650	84
P125109_01515	P125109_v1_chr	1433349	1434329	-	981	212
P125109_01516	P125109_v1_chr	1434500	1435162	+	663	64
P125109_01517	P125109_v1_chr	1435222	1435446	+	225	9
P125109_01518	P125109_v1_chr	1435446	1435805	+	360	200
P125109_01519	P125109_v1_chr	1435828	1436046	+	219	85
P125109_01520	P125109_v1_chr	1436122	1436436	+	315	168
P125109_01521	P125109_v1_chr	1436585	1437982	+	1398	335
P125109_01522	P125109_v1_chr	1437979	1439040	+	1062	195
P125109_01523	P125109_v1_chr	1439188	1440729	+	1542	279
P125109_01524	P125109_v1_chr	1440819	1441325	-	507	152
P125109_01525	P125109_v1_chr	1441441	1442406	+	966	195
P125109_01526	P125109_v1_chr	1442381	1443109	-	729	231
P125109_01527	P125109_v1_chr	1443299	1444912	+	1614	504
P125109_01528	P125109_v1_chr	1445009	1445938	-	930	121
P125109_01529	P125109_v1_chr	1446057	1446962	+	906	324
P125109_01530	P125109_v1_chr	1447271	1448107	+	837	201
P125109_01531	P125109_v1_chr	1448198	1448911	-	714	1
P125109_01532	P125109_v1_chr	1448989	1449579	+	591	133
P125109_01533	P125109_v1_chr	1449708	1449944	+	237	165
P125109_01534	P125109_v1_chr	1450158	1451213	-	1056	969
P125109_01535	P125109_v1_chr	1451659	1452510	-	852	28
P125109_01536	P125109_v1_chr	1452897	1453655	+	759	156
P125109_01537	P125109_v1_chr	1453730	1455712	+	1983	334
P125109_01538	P125109_v1_chr	1455739	1456563	+	825	25
P125109_01539	P125109_v1_chr	1456701	1457219	+	519	29
P125109_01540	P125109_v1_chr	1457326	1457664	-	339	83
P125109_01541	P125109_v1_chr	1457692	1458378	-	687	196
P125109_01542	P125109_v1_chr	1458422	1459024	+	603	133
P125109_01543	P125109_v1_chr	1459106	1460137	-	1032	249
P125109_01544	P125109_v1_chr	1460376	1460630	+	255	23
P125109_01545	P125109_v1_chr	1460685	1461632	-	948	201
P125109_01546	P125109_v1_chr	1461783	1462535	-	753	51
P125109_01547	P125109_v1_chr	1462688	1462752	-	65	0
P125109_01548	P125109_v1_chr	1462730	1463245	-	516	90
P125109_01549	P125109_v1_chr	1463503	1464066	+	564	366
P125109_01550	P125109_v1_chr	1464477	1465631	+	1155	317
P125109_01551	P125109_v1_chr	1465777	1466760	+	984	188
P125109_01552	P125109_v1_chr	1466856	1466977	+	122	16
P125109_01553	P125109_v1_chr	1467036	1467218	+	183	1
P125109_01554	P125109_v1_chr	1467247	1468620	+	1374	8
P125109_01555	P125109_v1_chr	1468664	1469599	-	936	150
P125109_01556	P125109_v1_chr	1469651	1469923	-	273	31
P125109_01557	P125109_v1_chr	1469916	1470533	-	618	37
P125109_01558	P125109_v1_chr	1470561	1470878	-	318	0
P125109_01559	P125109_v1_chr	1470963	1471184	-	222	8
P125109_01560	P125109_v1_chr	1471622	1472143	+	522	180
P125109_01561	P125109_v1_chr	1472133	1472249	-	117	1
P125109_01562	P125109_v1_chr	1472418	1472558	-	141	0
P125109_01563	P125109_v1_chr	1472791	1473258	-	468	0
P125109_01564	P125109_v1_chr	1473531	1473860	+	330	126
P125109_01565	P125109_v1_chr	1474022	1474576	-	555	23
P125109_01566	P125109_v1_chr	1474573	1475505	-	933	38
P125109_01567	P125109_v1_chr	1475875	1476087	+	213	24
P125109_01568	P125109_v1_chr	1476378	1476548	+	171	5
P125109_01569	P125109_v1_chr	1476611	1477210	+	600	30
P125109_01570	P125109_v1_chr	1477210	1477500	+	291	89
P125109_01571	P125109_v1_chr	1477497	1478033	+	537	0
P125109_01572	P125109_v1_chr	1479532	1479780	+	249	26
P125109_01573	P125109_v1_chr	1480204	1480599	+	396	97
P125109_01574	P125109_v1_chr	1480699	1480980	+	282	0
P125109_01575	P125109_v1_chr	1480977	1481522	+	546	114
P125109_01576	P125109_v1_chr	1481546	1481728	+	183	0
P125109_01577	P125109_v1_chr	1482064	1482267	-	204	11
P125109_01578	P125109_v1_chr	1482368	1482706	+	339	71
P125109_01579	P125109_v1_chr	1482756	1483190	-	435	147
P125109_01580	P125109_v1_chr	1483535	1483643	+	109	0
P125109_01581	P125109_v1_chr	1483672	1487196	-	3525	463
P125109_01582	P125109_v1_chr	1487257	1487556	-	300	0
P125109_01583	P125109_v1_chr	1487472	1487738	+	267	0
P125109_01584	P125109_v1_chr	1487782	1488192	-	411	140
P125109_01585	P125109_v1_chr	1488303	1489292	-	990	167
P125109_01586	P125109_v1_chr	1489532	1492168	+	2637	394
P125109_01587	P125109_v1_chr	1492168	1492359	+	192	37
P125109_01588	P125109_v1_chr	1492367	1492690	+	324	141
P125109_01589	P125109_v1_chr	1492833	1493282	+	450	118
P125109_01590	P125109_v1_chr	1493279	1493884	-	606	0
P125109_01591	P125109_v1_chr	1494067	1497987	+	3921	184
P125109_01592	P125109_v1_chr	1498051	1498851	+	801	157
P125109_01593	P125109_v1_chr	1498968	1499498	+	531	158
P125109_01594	P125109_v1_chr	1499583	1499648	-	66	10
P125109_01595	P125109_v1_chr	1499769	1500431	-	663	154
P125109_01596	P125109_v1_chr	1500799	1500894	+	96	1
P125109_01597	P125109_v1_chr	1500895	1501485	-	591	0
P125109_01598	P125109_v1_chr	1501515	1502444	-	930	353
P125109_01599	P125109_v1_chr	1502581	1503261	-	681	15
P125109_01600	P125109_v1_chr	1503258	1503989	-	732	69
P125109_01601	P125109_v1_chr	1504014	1504646	-	633	0
P125109_01602	P125109_v1_chr	1504668	1505429	-	762	4
P125109_01603	P125109_v1_chr	1505546	1505680	-	135	1
P125109_01604	P125109_v1_chr	1506337	1506681	+	345	73
P125109_01605	P125109_v1_chr	1506802	1508028	-	1227	26
P125109_01606	P125109_v1_chr	1508454	1509170	+	717	0
P125109_01607	P125109_v1_chr	1509299	1509700	-	402	32
P125109_01608	P125109_v1_chr	1509335	1509460	+	126	0
P125109_01609	P125109_v1_chr	1510223	1510498	+	276	104
P125109_01610	P125109_v1_chr	1510530	1511648	+	1119	104
P125109_01611	P125109_v1_chr	1511817	1513442	+	1626	103
P125109_01612	P125109_v1_chr	1513503	1514426	-	924	90
P125109_01613	P125109_v1_chr	1514719	1516062	+	1344	171
P125109_01614	P125109_v1_chr	1516111	1517619	+	1509	424
P125109_01615	P125109_v1_chr	1517875	1519494	+	1620	119
P125109_01616	P125109_v1_chr	1519699	1520265	+	567	7
P125109_01617	P125109_v1_chr	1520443	1521162	-	720	116
P125109_01618	P125109_v1_chr	1521253	1522365	-	1113	159
P125109_01619	P125109_v1_chr	1522313	1523674	-	1362	337
P125109_01620	P125109_v1_chr	1523758	1524525	-	768	150
P125109_01621	P125109_v1_chr	1524863	1526116	+	1254	102
P125109_01622	P125109_v1_chr	1526257	1526694	-	438	25
P125109_01623	P125109_v1_chr	1526694	1527485	-	792	153
P125109_01624	P125109_v1_chr	1527501	1528133	-	633	89
P125109_01625	P125109_v1_chr	1528145	1528582	-	438	94
P125109_01626	P125109_v1_chr	1528623	1528715	+	93	0
P125109_01627	P125109_v1_chr	1528714	1529520	-	807	122
P125109_01628	P125109_v1_chr	1529534	1530847	-	1314	88
P125109_01629	P125109_v1_chr	1530858	1531139	-	282	67
P125109_01630	P125109_v1_chr	1531136	1532254	-	1119	260
P125109_01631	P125109_v1_chr	1532471	1533010	+	540	208
P125109_01632	P125109_v1_chr	1533007	1533987	-	981	139
P125109_01633	P125109_v1_chr	1534094	1535107	+	1014	159
P125109_01634	P125109_v1_chr	1535094	1535690	+	597	215
P125109_01635	P125109_v1_chr	1535846	1536514	+	669	7
P125109_01636	P125109_v1_chr	1536568	1537746	-	1179	308
P125109_01637	P125109_v1_chr	1537839	1538375	+	537	48
P125109_01638	P125109_v1_chr	1538454	1540418	+	1965	300
P125109_01639	P125109_v1_chr	1540419	1540649	-	231	4
P125109_01640	P125109_v1_chr	1540923	1541834	-	912	1
P125109_01641	P125109_v1_chr	1542410	1542808	+	399	7
P125109_01642	P125109_v1_chr	1542841	1543071	+	231	34
P125109_01643	P125109_v1_chr	1543115	1543189	-	75	3
P125109_01644	P125109_v1_chr	1543330	1544100	+	771	147
P125109_01645	P125109_v1_chr	1544236	1545660	+	1425	43
P125109_01646	P125109_v1_chr	1545796	1547220	+	1425	258
P125109_01647	P125109_v1_chr	1547249	1547442	-	194	0
P125109_01648	P125109_v1_chr	1547619	1547792	+	174	17
P125109_01649	P125109_v1_chr	1547837	1549981	-	2145	269
P125109_01650	P125109_v1_chr	1549978	1552959	-	2982	171
P125109_01651	P125109_v1_chr	1552964	1554289	-	1326	142
P125109_01652	P125109_v1_chr	1554513	1554746	+	234	0
P125109_01653	P125109_v1_chr	1554751	1555200	-	450	0
P125109_01654	P125109_v1_chr	1555200	1555715	-	516	114
P125109_01655	P125109_v1_chr	1555927	1556964	+	1038	101
P125109_01656	P125109_v1_chr	1557298	1557963	+	666	377
P125109_01657	P125109_v1_chr	1558019	1560169	-	2151	373
P125109_01658	P125109_v1_chr	1560388	1561449	+	1062	99
P125109_01659	P125109_v1_chr	1561594	1561815	+	222	19
P125109_01660	P125109_v1_chr	1561892	1563385	-	1494	113
P125109_01661	P125109_v1_chr	1563898	1564530	+	633	146
P125109_01662	P125109_v1_chr	1564813	1565658	+	846	133
P125109_01663	P125109_v1_chr	1565694	1566587	-	894	11
P125109_01664	P125109_v1_chr	1566693	1567373	-	681	99
P125109_01665	P125109_v1_chr	1567370	1568065	-	696	160
P125109_01666	P125109_v1_chr	1568065	1569609	-	1545	122
P125109_01667	P125109_v1_chr	1569606	1573346	-	3741	491
P125109_01668	P125109_v1_chr	1573438	1574826	-	1389	236
P125109_01669	P125109_v1_chr	1575041	1575619	-	579	259
P125109_01670	P125109_v1_chr	1575737	1577224	+	1488	132
P125109_01671	P125109_v1_chr	1577249	1577689	-	441	53
P125109_01672	P125109_v1_chr	1577773	1578861	-	1089	132
P125109_01673	P125109_v1_chr	1579384	1580265	-	882	512
P125109_01674	P125109_v1_chr	1580543	1583590	+	3048	379
P125109_01675	P125109_v1_chr	1583604	1584488	+	885	123
P125109_01676	P125109_v1_chr	1584481	1585137	+	657	30
P125109_01677	P125109_v1_chr	1584973	1585158	+	186	0
P125109_01678	P125109_v1_chr	1585228	1586238	-	1011	46
P125109_01679	P125109_v1_chr	1586520	1588217	-	1698	243
P125109_01680	P125109_v1_chr	1588394	1588537	-	144	58
P125109_01681	P125109_v1_chr	1588632	1588847	-	216	310
P125109_01682	P125109_v1_chr	1589360	1589791	+	432	135
P125109_01683	P125109_v1_chr	1590141	1590470	+	330	124
P125109_01684	P125109_v1_chr	1590613	1591398	+	786	107
P125109_01685	P125109_v1_chr	1591527	1593311	+	1785	102
P125109_01686	P125109_v1_chr	1593308	1595836	+	2529	122
P125109_01687	P125109_v1_chr	1595893	1597968	+	2076	237
P125109_01688	P125109_v1_chr	1598081	1599283	-	1203	2
P125109_01689	P125109_v1_chr	1599296	1600747	-	1452	79
P125109_01690	P125109_v1_chr	1600891	1601871	-	981	137
P125109_01691	P125109_v1_chr	1602129	1602410	+	282	4
P125109_01692	P125109_v1_chr	1602197	1602465	+	269	0
P125109_01693	P125109_v1_chr	1602699	1603031	-	333	29
P125109_01694	P125109_v1_chr	1603076	1603210	+	135	33
P125109_01695	P125109_v1_chr	1603259	1603525	+	267	69
P125109_01696	P125109_v1_chr	1603583	1604656	-	1074	39
P125109_01697	P125109_v1_chr	1604849	1605337	-	489	27
P125109_01698	P125109_v1_chr	1605382	1606890	+	1509	39
